taxa	sample_30099	sample_30104	sample_30114	sample_30170	sample_30189	sample_30206	sample_30208	sample_30213	sample_30220	sample_30221	sample_30225	sample_30227	sample_30234	sample_30237	sample_30238	sample_30250	sample_30252	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30381	sample_30383	sample_30394	sample_30398	sample_30399	sample_30401	sample_30417	sample_30418	sample_30423	sample_30433	sample_30445	sample_30446	sample_30453	sample_30455	sample_30458	sample_30460	sample_30467	sample_30471	sample_30482	sample_30483	sample_30487	sample_30488	sample_30489	sample_30496	sample_30497	sample_30498	sample_30501	sample_30502	sample_30516	sample_30517	sample_30518	sample_30523	sample_30525	sample_30526	sample_30533	sample_30534	sample_30535	sample_30537	sample_30539	sample_30540	sample_30558	sample_30563	sample_30566	sample_30567	sample_30571	sample_30577	sample_30580	sample_30582	sample_30585	sample_30587	sample_30588	sample_30590	sample_30597	sample_30598	sample_30599	sample_30603	sample_30617	sample_30621	sample_30622	sample_30625	sample_30626	sample_30627	sample_30629	sample_30632	sample_30640	sample_30641	sample_30654	sample_30655	sample_30658	sample_30659	sample_30667	sample_30675	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30696	sample_30698	sample_30700	sample_30701	sample_30704	sample_30705	sample_30706	sample_30709	sample_30710	sample_30711	sample_30713	sample_30717	sample_30718	sample_30721	sample_30722	sample_30724	sample_30725	sample_30727	sample_30728	sample_30729	sample_30733	sample_30735	sample_30736	sample_30737	sample_30740	sample_30741	sample_30742	sample_30751	sample_30752	sample_30753	sample_30757	sample_30764	sample_30766	sample_30767	sample_30768	sample_30769	sample_30770	sample_30772	sample_30773	sample_30774	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30782	sample_30783	sample_30784	sample_30785	sample_30792	sample_30793	sample_30798	sample_30799	sample_30800	sample_30802	sample_30804	sample_30806	sample_30810	sample_30814	sample_30815	sample_30817	sample_30818	sample_30819	sample_30823	sample_30828	sample_30830	sample_30835	sample_30836	sample_30837	sample_30841	sample_30843	sample_30844	sample_30845	sample_30847	sample_30850	sample_30851	sample_30852	sample_30855	sample_30858	sample_30859	sample_30860	sample_30862	sample_30864	sample_30865	sample_30867	sample_30874	sample_30875	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30900	sample_30901	sample_30903	sample_30905	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30917	sample_30918	sample_30919	sample_30920	sample_30923	sample_30925	sample_30927	sample_30928	sample_30929	sample_30931	sample_30940	sample_30942	sample_30944	sample_30945	sample_30949	sample_30950	sample_30956	sample_30957	sample_30958	sample_30961	sample_30964	sample_30965	sample_30968	sample_30974	sample_30977	sample_30979	sample_30982	sample_30986	sample_30992	sample_30993	sample_30994	sample_30995	sample_30996	sample_30997	sample_30998	sample_31000	sample_31001	sample_31003	sample_31004	sample_31009	sample_31024	sample_31025	sample_31026	sample_31032	sample_31040	sample_31043	sample_31047	sample_31054	sample_31058	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31076	sample_31079	sample_31081	sample_31083	sample_31085	sample_31088	sample_31089	sample_31095	sample_31096	sample_31097	sample_31101	sample_31106	sample_31110	sample_31111	sample_31114	sample_31118	sample_31119	sample_31120	sample_31121	sample_31123	sample_31132	sample_31136	sample_31142	sample_31143	sample_31150	sample_31151	sample_31156	sample_31174	sample_31176	sample_31177	sample_31180	sample_31184	sample_31188	sample_31194	sample_31201	sample_31204	sample_31206	sample_31208	sample_31209	sample_31210	sample_31211	sample_31213	sample_31216	sample_31229	sample_31232	sample_31238	sample_31240	sample_31241	sample_31242	sample_31243	sample_31246	sample_31250	sample_31252	sample_31253	sample_31256	sample_31263	sample_31264	sample_31267	sample_31268	sample_31269	sample_31270	sample_31271	sample_31272	sample_31273	sample_31274	sample_31275	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31285	sample_31287	sample_31288	sample_31289	sample_31291	sample_31295	sample_31298	sample_31299	sample_31302	sample_31303	sample_31305	sample_31306	sample_31307	sample_31309	sample_31310	sample_31311	sample_31313	sample_31315	sample_31316	sample_31332	sample_31335	sample_31373	sample_31379	sample_31380	sample_31382	sample_31383	sample_31386	sample_31387	sample_31388	sample_31389	sample_31391	sample_31392	sample_31394	sample_31395	sample_31399	sample_31402	sample_31404	sample_31407	sample_31412	sample_31413	sample_31416	sample_31419	sample_31420	sample_31421	sample_31422	sample_31424	sample_31426	sample_31429	sample_31430	sample_31431	sample_31436	sample_31437	sample_31439	sample_31441	sample_31442	sample_31445	sample_31448	sample_31449	sample_31451	sample_31453	sample_31454	sample_31455	sample_31457	sample_31458	sample_31462	sample_31463	sample_31465	sample_31468	sample_31470	sample_31471	sample_31472	sample_31505	sample_31507	sample_31511	sample_31512	sample_31513	sample_31516	sample_31517	sample_75007	sample_75015	sample_75024	sample_75029	sample_75041	sample_75049
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	3	0	0	0	10	14	167	2	503	82	0	21	0	0	0	0	23	0	4	9	0	0	0	14	1564	0	21	0	9	0	2	0	2	25	0	0	10	3	0	0	0	2006	11	0	0	33	0	14	0	3	11	0	0	0	2	0	7	0	0	117	0	119	2	0	0	8	31	5	0	0	3	0	0	0	0	10	5	276	26	23	4	0	2	0	6	0	0	12	40	20	0	0	0	0	0	0	48	64	0	10	0	0	8	135	0	0	0	2	0	0	14	2	0	0	46	0	21	0	0	5	0	7	0	0	0	0	10	5	0	201	21	0	0	0	0	0	0	0	136	37	8	0	0	0	6	69	6112	0	30	32	83	0	0	0	38	0	19	18	0	0	0	0	0	66	2	0	0	2	18	23	13	5	0	8	54	756	29	0	7	334	10	0	0	17	0	0	4	0	0	989	0	235	2	0	0	123	0	0	0	0	27	0	136	66	0	36	15	0	0	0	5	5	0	70	0	0	0	4	33	12	0	0	0	0	0	0	0	29	943	0	7	0	0	21	2	46	0	0	0	0	0	0	0	0	0	1273	0	3621	0	0	66	71	7	7	475	18	2	0	90	0	0	0	3	0	63	19	0	0	1864	0	0	0	0	1851	8	22	0	0	0	0	0	603	0	0	9	0	8	18	0	0	0	0	0	0	58	45	0	17	0	0	133	0	0	0	69	3	0	2	0	97	0	0	0	6	0	3	0	0	52	0	38	12	0	0	31	0	0	0	0	0	11	8	0	0	0	0	5	37	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	10	17	0	0	53	2	0	0	0	0	0	2	0	10	0	34	7	5	0	0	0	0	0	13	0	0	0	0	8	52	0	13	0	7	2	7	0	17	29	59	9	0	0	14	14	86	22	0	48	0	0	0	6	0	8	17	0	22	0	0	0	55	0	8	0	0	2191	0	9	98	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	6	0	0	5	0	10	12	0	162	135	3	0	3	0	11	0	0	0	4	15	0	0	0	27	775	0	166	2	15	171	10	0	8	54	0	0	31	5	0	0	0	159	0	32	0	0	0	24	0	0	210	2	5	2	2	0	0	5	0	0	0	113	0	5	3	6	0	37	13	0	46	0	0	0	0	6	29	513	0	34	4	0	12	7	0	0	0	23	0	25	0	0	0	0	0	0	508	109	0	0	0	0	2	6	0	9	14	0	10	0	0	9	0	0	16	0	11	0	0	0	0	0	0	0	0	0	0	38	0	32	83	15	2	3	0	0	0	0	45	2	0	0	0	318	25	24	0	0	8	49	5	0	0	0	0	0	10	0	44	2	0	0	0	4	7	0	0	3	39	64	2	0	3	0	13	626	0	0	15	198	13	0	0	10	0	0	0	0	0	104	0	70	4	0	14	0	0	0	0	0	0	0	64	5	0	60	35	0	2	0	0	2	55	14	13	0	62	0	30	83	11	5	0	0	0	0	0	162	788	0	0	19	0	78	12	37	6	11	0	22	0	0	289	0	7	59	0	1712	145	48	14	52	3	0	1119	3	4	0	44	2	0	0	12	0	16	0	10	7	234	0	0	9	139	696	8	17	0	0	0	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	27	8	28	0	0	28	0	0	0	5	18	0	2	25	208	0	0	0	0	0	0	0	0	34	0	59	26	3	0	0	0	5	0	0	0	18	0	0	0	0	0	8	35	5	3	2	0	3	0	0	0	2	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	4	8	0	0	3	3	4	8	41	0	32	0	5	0	0	0	0	0	6	0	0	0	0	5	0	0	38	0	0	0	155	0	127	0	5	27	0	2	16	28	30	0	0	65	0	4	2	0	5	242	19	0	0	0	9	0	0	0	6	2	0	403	0	66	13	0	4
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_2	0	24	0	0	0	0	95	31	67	1052	0	0	0	0	0	0	0	239	0	885	0	0	0	0	0	41	0	0	75	0	0	0	4	0	16	0	0	331	178	0	0	0	0	0	0	1057	0	0	4	0	0	525	0	0	0	308	0	0	0	0	0	0	0	0	2	0	0	0	2471	540	0	0	145	44	0	0	0	1982	0	0	0	0	0	0	0	0	0	0	4102	0	0	0	0	0	49	145	0	0	54	0	0	638	15	118	0	0	0	0	0	0	0	424	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882	0	0	0	583	0	0	0	0	62	0	0	0	0	0	0	1211	0	0	0	0	0	0	196	248	0	0	0	0	0	0	0	0	0	0	69	27	0	1606	2149	0	252	0	55	0	0	0	0	0	86	0	0	674	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	2582	0	0	0	0	0	0	0	0	0	0	1928	0	0	2499	4260	0	0	0	0	0	404	0	0	0	0	0	2	25	0	0	0	37	0	0	0	45	0	6170	0	0	0	0	0	0	1030	265	0	8684	243	0	4760	0	0	0	0	0	0	88	0	0	0	0	127	0	0	0	23	0	0	0	683	0	0	0	8680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	1210	707	0	8	0	0	0	0	0	0	0	0	0	71	0	0	0	0	5135	2150	0	0	0	104	46	4058	0	0	0	3500	44	0	0	0	0	0	0	0	44	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6546	0	0	0	565	0	0	0	0	4485	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	42	0	0	0	0	0	492	0	0	0	56	3	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_6	0	0	0	0	12	20	6	0	108	6	23	0	0	0	0	0	0	0	0	0	0	0	0	63	22	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	210	0	0	2	0	0	18	0	0	35	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	4	0	0	4	0	0	0	0	14	4	2754	14	9	0	0	13	0	0	0	3	2	0	0	0	0	0	0	0	0	12	22	0	0	0	0	6	32	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	5	0	37	0	0	0	0	13	0	0	7	15	16	0	0	0	0	0	0	111	0	0	0	0	0	0	109	28	0	4	41	88	0	0	0	58	0	0	0	18	0	35	0	0	10	0	0	0	0	0	0	0	0	0	0	0	90	3	0	14	15	0	0	0	0	0	0	0	0	0	3	2	54	0	0	0	0	0	0	0	2	0	0	20	15	0	56	0	0	0	0	0	0	3	4	0	0	0	0	9	0	0	0	0	0	0	2	0	11	3854	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1855	0	163	69	0	0	0	334	0	0	0	0	0	3	0	0	0	0	45	14	0	25	0	0	0	0	64	0	11	0	0	0	0	0	40	0	0	0	0	0	10	0	0	0	5	0	0	7	5	0	41	2	0	13	0	0	0	0	0	0	0	5	297	19	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	156	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	30	20	0	0	0	0	0	0	25	0	0	6	0	0	0	0	119	45	0	0	8	0	0	0	0	0	14	0	12	274	8	2	0	0	0	0	0	0	0	21	22	0	0	0	0	0	0	0	29	0	11	23	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7	10011	0	0	0	0	0	0	0	0	898	0	0	1541	0	0	699	0	3153	0	0	0	0	372	0	3084	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	432	74	0	0	0	120	0	1317	10	0	0	0	0	0	0	0	0	122	0	1139	0	0	0	0	0	0	0	0	0	860	0	0	254	0	0	0	0	0	0	0	0	0	0	70	0	0	0	1418	0	0	0	111	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	183	0	0	2228	0	0	0	0	0	0	0	0	0	0	0	0	2	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	7	0	16	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2158	17	0	0	0	0	0	0	5	0	579	15	6	11	0	0	0	0	0	9	0	0	108	29	79	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	1627	0	0	0	21	0	0	0	4	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5438	1813	0	0	4517	21	0	0	0	0	0	895	0	0	100	669	0	2856	0	0	6	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	1775	0	0	0	0	13	0	0	0	0	112	0	0	0	0	222	0	0	0	0	4	0	0	0	0	288	0	0	0	10	0	0	206	3842	0	0	0	0	907	323	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	0	14	0	0	8881	0	0	0	0	875	0	0	0	0	0	2032	0	31	0	0	4	0	0	0	0	0	0	3	2724	0	0	0	0	0	155	0	2	0	0	12	1124	0	588	6	0	0	0	559	0	0	21	0	0	5	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9	379	246	88	6022	56	0	8730	5735	173	0	0	1846	14147	1111	0	1344	0	16249	1067	12865	0	0	2626	48	69	0	1066	0	676	24	818	73	17328	16401	3364	17	11	13583	6189	14	39764	17	9	3	2927	0	3028	24	437	1070	0	10451	15	88	0	7487	193	1209	0	13	0	1549	15706	452	37275	10691	11383	1421	29805	0	3661	10	0	15	13121	24	191	4799	0	7	2801	4	0	0	543	0	11476	10344	19848	14250	3036	4653	7	2356	6980	1740	0	0	0	19	0	27589	435	5248	4942	3488	0	249	3635	0	9	520	81	17656	0	0	18588	0	310	77	0	0	3051	0	0	2509	1940	0	33	1000	7661	4487	128	17805	0	0	0	0	298	38	2832	52	1771	5	1571	808	25	6819	0	21832	0	1256	1518	4916	0	3459	0	0	0	6	742	0	15	0	1418	847	0	29205	5233	13	6	0	276	629	191	7	0	0	54	3463	7074	3057	0	1945	0	0	58	59	0	384	14	0	245	539	634	8	4394	107	0	0	10	1544	7	7	669	1713	0	23074	0	0	26034	51	15	20	3238	1039	0	4844	0	0	5	38	11356	3313	8975	0	6978	184	0	1939	8	0	1037	1484	12095	0	20	0	40	0	395	0	10	1646	10061	52	0	2113	307	0	32476	1480	140	591	0	0	71	8	2266	11	8315	595	0	9459	0	6627	24	10	9	0	1650	0	32	0	410	2796	3286	0	0	908	10195	0	28	2690	0	29	1580	16918	0	0	0	0	12	5681	32	0	0	0	20606	0	1076	205	0	14	813	0	27	172	0	9474	6	0	5154	6217	0	15977	0	3751	9	0	0	0	16	0	10	0	77	21	0	0	20274	24889	0	7	0	713	311	53419	14	1969	13	0	16864	32321	7585	17	0	642	15039	22606	2812	14	24182	4903	16624	157	0	16	1215	1878	0	6	302	3316	21	26	12412	28739	2781	296	28452	16253	24208	11180	23	58331	62123	15739	28	45	13861	25	18	4911	21167	19189	25084	24	23	8039	8910	53255	5221	0	0	176	8	0	11281	11	13	12	0	14931	17	22	12	9	34770	105	0	33	902	0	46492	3722	15524	1561	35	21	0	1535	0	2471	0	8107	21	2549	942	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	3531	0	0	0	0	0	0	0	2659	0	80	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	898	0	101	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	25	35	0	0	0	34	43	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	13	0	184	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	39	0	151	0	0	98	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	106	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	33	0	9	0	0	101	57	19	0	0	0	0	0	609	6	0	0	0	0	3	0	0	0	66	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	5	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Proteiniphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
